2017-10-29 00:00:55.794470|INFO    |VirtualServer |1  |listening on 0.0.0.0:9987, :::9987
2017-10-29 00:00:55.798387|WARNING |VirtualServer |1  |--------------------------------------------------------
2017-10-29 00:00:55.798387|WARNING |VirtualServer |1  |ServerAdmin privilege key created, please use the line below
2017-10-29 00:00:55.798387|WARNING |VirtualServer |1  |token=JM9aLornbAe8RGGEbvDBWgxsW+94LNkAim3sIoNd
2017-10-29 00:00:55.798387|WARNING |VirtualServer |1  |--------------------------------------------------------
2017-10-29 00:01:10.355084|INFO    |VirtualServer |1  |client (id:4) was added to servergroup 'Server Admin'(id:6) by client 'server'(id:0)
2017-10-29 00:05:20.340380|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:4, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Admin'(id:11)
2017-10-29 00:05:22.828698|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:5, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Server Admin'(id:12)
2017-10-29 00:05:27.898994|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:334483102, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lead Admin'(id:10)
2017-10-29 00:05:31.786658|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:763733025, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Admin'(id:11)
2017-10-29 00:05:35.747650|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:888699871, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Server Admin'(id:12)
2017-10-29 00:05:45.499564|INFO    |VirtualServer |1  |client (id:2) was added to servergroup 'Lead Admin'(id:10) by client 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 00:05:54.236889|INFO    |VirtualServer |1  |permission 'i_group_modify_power'(id:161) with values (value:74, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lead Admin'(id:10)
2017-10-29 00:05:56.403853|INFO    |VirtualServer |1  |permission 'i_group_member_add_power'(id:163) with values (value:74, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lead Admin'(id:10)
2017-10-29 00:05:59.469287|INFO    |VirtualServer |1  |permission 'i_group_member_remove_power'(id:165) with values (value:74, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lead Admin'(id:10)
2017-10-29 00:06:02.188023|INFO    |VirtualServer |1  |permission 'i_permission_modify_power'(id:167) with values (value:74, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lead Admin'(id:10)
2017-10-29 00:06:08.346320|INFO    |VirtualServer |1  |permission 'i_max_icon_filesize'(id:143) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lead Admin'(id:10)
2017-10-29 00:06:09.068896|INFO    |VirtualServer |1  |permission 'i_max_icon_filesize'(id:143) was deleted by 'Radcrazykid2 | 1-L-40'(id:4) from servergroup 'Lead Admin'(id:10)
2017-10-29 00:06:15.554257|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:1, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lead Admin'(id:10)
2017-10-29 00:06:20.906812|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:1, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Owner'(id:6)
2017-10-29 00:06:25.626510|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:0, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Owner'(id:6)
2017-10-29 00:22:10.579642|INFO    |VirtualServer |1  |servergroup '*Lead Admin*'(id:9) was copied by 'Radcrazykid2 | 1-L-40'(id:4) to 'Community Director'(id:13)
2017-10-29 00:22:25.109900|INFO    |VirtualServer |1  |servergroup '*Lead Admin*'(id:9) was copied by 'Radcrazykid2 | 1-L-40'(id:4) to 'Assistant Director'(id:14)
2017-10-29 00:22:31.298380|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:4, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup '*Lead Admin*'(id:9)
2017-10-29 00:22:35.395135|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:5, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lead Admin'(id:10)
2017-10-29 00:22:43.203723|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:3, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Community Director'(id:13)
2017-10-29 00:22:48.065980|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:5, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Admin'(id:11)
2017-10-29 00:22:53.939009|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:6, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Server Admin'(id:12)
2017-10-29 00:23:03.322800|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-331665205, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Assistant Director'(id:14)
2017-10-29 00:23:09.818952|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:2013348012, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Community Director'(id:13)
2017-10-29 00:25:23.724335|INFO    |VirtualServer |1  |channelgroup 'Voice'(id:7) was deleted by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 00:25:25.618731|INFO    |VirtualServer |1  |channelgroup 'Operator'(id:6) was deleted by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 00:25:34.538604|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) was deleted by 'Radcrazykid2 | 1-L-40'(id:4) from channelgroup 'Channel Admin'(id:5)
2017-10-29 02:48:40.928266|INFO    |VirtualServer |1  |servergroup 'Retired Admin'(id:15) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:49:00.491763|INFO    |VirtualServer |1  |servergroup 'Disciplinary'(id:16) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:49:07.690982|INFO    |VirtualServer |1  |servergroup 'Disciplinary'(id:16) was renamed to 'Disciplinary Admin' by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:49:14.256443|INFO    |VirtualServer |1  |servergroup 'General Staff'(id:17) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:49:21.700769|INFO    |VirtualServer |1  |servergroup 'Community Leader'(id:18) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:49:28.453635|INFO    |VirtualServer |1  |servergroup 'In-Game Admin'(id:19) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:49:59.298383|INFO    |VirtualServer |1  |client '[1L-18] KevKilo9'(id:6) was added to channelgroup 'Channel Admin'(id:5) by client 'Radcrazykid2 | 1-L-40'(id:4) in channel 'San Andreas Sheriff Comm. - KevKilo'(id:50)
2017-10-29 02:50:37.740800|INFO    |VirtualServer |1  |servergroup 'Senior Member'(id:20) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:50:42.951709|INFO    |VirtualServer |1  |servergroup 'Member'(id:21) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:50:50.937051|INFO    |VirtualServer |1  |servergroup 'Junior Member'(id:22) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:50:59.338464|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:500, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Normal'(id:7)
2017-10-29 02:51:03.019102|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:500, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Guest'(id:8)
2017-10-29 02:51:08.106991|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:7, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Retired Admin'(id:15)
2017-10-29 02:51:21.645056|INFO    |VirtualServer |1  |servergroup 'Casual Unrestricted'(id:23) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:51:30.045452|INFO    |VirtualServer |1  |servergroup 'Casual Restricted'(id:24) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:51:45.357953|INFO    |VirtualServer |1  |servergroup '==San Andreas Police=='(id:25) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:52:03.166603|INFO    |VirtualServer |1  |servergroup 'SAPD Comm.'(id:26) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:52:10.780826|INFO    |VirtualServer |1  |servergroup 'Deputy Comm.'(id:27) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:52:16.031785|INFO    |VirtualServer |1  |servergroup 'Commander'(id:28) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:52:20.857951|INFO    |VirtualServer |1  |servergroup 'Captain'(id:29) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:52:30.930272|INFO    |VirtualServer |1  |servergroup 'Lieutenant'(id:30) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:52:45.277871|INFO    |VirtualServer |1  |servergroup 'Sergeant'(id:31) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:52:56.092326|INFO    |VirtualServer |1  |servergroup 'Senior Lead Officer'(id:32) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:53:00.863813|INFO    |VirtualServer |1  |servergroup 'Officer'(id:33) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:53:17.496631|INFO    |VirtualServer |1  |servergroup 'Probationary Officer'(id:34) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:53:23.139202|INFO    |VirtualServer |1  |servergroup 'SAPD Cadet'(id:35) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:53:28.362862|INFO    |VirtualServer |1  |servergroup 'SAPD Reserve'(id:36) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:53:48.960607|INFO    |VirtualServer |1  |servergroup '==San Andreas Sheriff=='(id:37) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:54:03.036668|INFO    |VirtualServer |1  |servergroup 'SASD Comm.'(id:38) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:55:05.412665|INFO    |VirtualServer |1  |servergroup '==San Andreas Police=='(id:25) was renamed to '==San Andreas LEO==' by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:55:08.846296|INFO    |VirtualServer |1  |servergroup '==San Andreas Sheriff=='(id:37) was deleted by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:55:14.323799|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:8, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Disciplinary Admin'(id:16)
2017-10-29 02:55:16.531833|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:9, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'General Staff'(id:17)
2017-10-29 02:55:18.971281|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:10, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Community Leader'(id:18)
2017-10-29 02:55:21.659715|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:11, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'In-Game Admin'(id:19)
2017-10-29 02:55:27.555259|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:12, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Member'(id:20)
2017-10-29 02:55:30.220243|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:13, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Member'(id:21)
2017-10-29 02:55:33.548376|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:14, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Junior Member'(id:22)
2017-10-29 02:55:35.932199|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:15, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Casual Unrestricted'(id:23)
2017-10-29 02:55:38.635309|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:16, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Casual Restricted'(id:24)
2017-10-29 02:55:40.775894|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:17, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup '==San Andreas LEO=='(id:25)
2017-10-29 02:55:44.803276|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:18, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Comm.'(id:26)
2017-10-29 02:55:50.075776|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:19, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Comm.'(id:38)
2017-10-29 02:56:05.340403|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:20, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Deputy Comm.'(id:27)
2017-10-29 02:56:07.627488|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:21, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Commander'(id:28)
2017-10-29 02:56:10.555220|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:22, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Captain'(id:29)
2017-10-29 02:56:15.756429|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:23, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lieutenant'(id:30)
2017-10-29 02:56:18.674342|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:24, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Sergeant'(id:31)
2017-10-29 02:56:21.859884|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:25, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Lead Officer'(id:32)
2017-10-29 02:56:25.003486|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:26, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Officer'(id:33)
2017-10-29 02:56:28.468360|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:27, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Probationary Officer'(id:34)
2017-10-29 02:56:33.426317|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Cadet'(id:35)
2017-10-29 02:56:40.995657|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:28, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Reserve'(id:36)
2017-10-29 02:56:43.518142|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:29, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Cadet'(id:35)
2017-10-29 02:57:05.838432|INFO    |VirtualServer |1  |servergroup 'SASD Reserve'(id:39) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:57:15.351178|INFO    |VirtualServer |1  |servergroup 'SASD Cadet'(id:40) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:57:48.900932|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:30, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Cadet'(id:35)
2017-10-29 02:57:52.043532|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:29, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Reserve'(id:39)
2017-10-29 02:57:54.331596|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:31, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Cadet'(id:40)
2017-10-29 02:58:33.595289|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1805427825, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Comm.'(id:26)
2017-10-29 02:58:40.050368|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1805427825, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Comm.'(id:38)
2017-10-29 02:58:47.648961|INFO    |VirtualServer |1  |client (id:6) was added to servergroup '==San Andreas LEO=='(id:25) by client 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:58:50.439028|INFO    |VirtualServer |1  |client (id:6) was added to servergroup 'SASD Comm.'(id:38) by client 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 02:59:00.659705|INFO    |VirtualServer |1  |permission 'i_group_member_add_power'(id:163) with values (value:74, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Comm.'(id:38)
2017-10-29 02:59:04.980037|INFO    |VirtualServer |1  |permission 'i_group_member_remove_power'(id:165) with values (value:74, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Comm.'(id:38)
2017-10-29 02:59:11.397152|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:74, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Deputy Comm.'(id:27)
2017-10-29 02:59:12.538700|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:74, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Deputy Comm.'(id:27)
2017-10-29 02:59:13.972267|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:74, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Commander'(id:28)
2017-10-29 02:59:15.547396|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:74, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Commander'(id:28)
2017-10-29 02:59:16.826723|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Commander'(id:28)
2017-10-29 02:59:18.353142|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Commander'(id:28)
2017-10-29 02:59:24.626504|INFO    |VirtualServer |1  |permission 'i_group_member_add_power'(id:163) with values (value:71, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Comm.'(id:38)
2017-10-29 02:59:25.947850|INFO    |VirtualServer |1  |permission 'i_group_member_remove_power'(id:165) with values (value:71, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Comm.'(id:38)
2017-10-29 02:59:29.499592|INFO    |VirtualServer |1  |permission 'i_group_member_add_power'(id:163) with values (value:71, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Comm.'(id:26)
2017-10-29 02:59:32.391161|INFO    |VirtualServer |1  |permission 'i_group_member_remove_power'(id:165) with values (value:71, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Comm.'(id:26)
2017-10-29 02:59:38.514201|INFO    |VirtualServer |1  |permission 'i_group_member_add_power'(id:163) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Deputy Comm.'(id:27)
2017-10-29 02:59:39.756400|INFO    |VirtualServer |1  |permission 'i_group_member_add_power'(id:163) was deleted by 'Radcrazykid2 | 1-L-40'(id:4) from servergroup 'Deputy Comm.'(id:27)
2017-10-29 02:59:41.667553|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:71, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Deputy Comm.'(id:27)
2017-10-29 02:59:44.050349|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:71, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Deputy Comm.'(id:27)
2017-10-29 02:59:56.179245|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Deputy Comm.'(id:27)
2017-10-29 02:59:57.311094|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Deputy Comm.'(id:27)
2017-10-29 02:59:59.269090|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Captain'(id:29)
2017-10-29 03:00:01.123611|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Captain'(id:29)
2017-10-29 03:00:03.523981|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lieutenant'(id:30)
2017-10-29 03:00:05.084560|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lieutenant'(id:30)
2017-10-29 03:00:07.283728|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Sergeant'(id:31)
2017-10-29 03:00:08.494681|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Sergeant'(id:31)
2017-10-29 03:00:11.738862|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Lead Officer'(id:32)
2017-10-29 03:00:13.228082|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Lead Officer'(id:32)
